username,GTS,cluster_name,username,followers,following,public_repos_reported,public_gists,account_age_days,profile_updated_days_ago,has_bio,has_company,has_blog,hireable,site_admin,repos_fetched,total_stars,avg_stars,total_forks,avg_forks,total_watchers,avg_watchers,total_open_issues,avg_open_issues,avg_repo_size_kb,median_repo_size_kb,fork_ratio,archived_ratio,disabled_ratio,has_pages_ratio,has_issues_ratio,unique_languages,top_language_share,days_since_last_push,days_since_last_repo_update,events_fetched,events_PushEvent,events_PullRequestEvent,events_PullRequestReviewEvent,events_IssuesEvent,events_IssueCommentEvent,events_CreateEvent,events_ForkEvent,events_WatchEvent,days_since_last_event,log_followers,log_total_stars,log_total_forks,log_total_watchers,follower_following_ratio,cluster_label,cluster_name,GTS
steipete,90.79756148094263,Strong,steipete,27990,102,167,296,6196.55791,3.754253068,1,1,1,0,0,30,24450,815.0,2700,90.0,24450,815.0,290,9.666666667,11786.86667,955.0,0.4,0.233333333,0.0,0.1,0.566666667,7,0.24,0.284160475,0.220202142,30,14,5,0,2,4,2,0,0,0.205236864,10.23963831,10.10442639,7.901377354,10.10442639,271.7475728,2,Strong,90.79756148094263
jcstein,90.7745278366396,Strong,jcstein,314,534,193,86,2589.744588,14.3381299,1,1,1,0,0,30,16,0.533333333,8,0.266666667,16,0.533333333,4,0.133333333,6439.233333,602.0,0.466666667,0.0,0.0,0.066666667,0.6,5,0.434782609,15.26674101,15.26669472,30,13,5,2,1,0,2,0,3,0.186324345,5.752572639,2.833213344,2.197224577,2.833213344,0.586915888,2,Strong,90.7745278366396
figonzal1,90.68589601200004,Strong,figonzal1,241,97,46,18,2593.639882,6.989626925,1,1,1,1,0,30,17,0.566666667,4,0.133333333,17,0.566666667,35,1.166666667,9403.2,1163.5,0.233333333,0.0,0.0,0.033333333,0.766666667,12,0.285714286,0.362775073,9.92106211,30,15,3,0,0,0,2,0,9,1.955541277,5.488937726,2.890371758,1.609437912,2.890371758,2.459183673,2,Strong,90.68589601200004
auula,90.66065987682046,Strong,auula,385,1235,111,8,2861.837163,16.35966279,1,1,1,1,0,30,163,5.433333333,12,0.4,163,5.433333333,19,0.633333333,35866.16667,1474.0,0.4,0.0,0.033333333,0.066666667,0.6,6,0.266666667,36.26871371,12.29922297,30,14,6,0,0,0,4,0,2,3.461584085,5.955837369,5.099866428,2.564949357,5.099866428,0.311488673,2,Strong,90.66065987682046
onevcat,90.54302102016824,Strong,onevcat,15718,140,243,123,5280.22944,0.402205973,1,1,1,0,0,30,2628,87.6,241,8.033333333,2628,87.6,15,0.5,6924.233333,132.5,0.466666667,0.0,0.0,0.0,0.5,10,0.5,7.696303195,1.416499955,30,11,6,1,0,2,4,1,1,0.379127269,9.662625451,7.874358825,5.488937726,7.874358825,111.4751773,2,Strong,90.54302102016824
Heliodex,90.45727243803147,Strong,Heliodex,246,3373,86,49,2481.598774,3.347350814,1,1,1,0,0,30,66,2.2,2,0.066666667,66,2.2,0,0.0,11534.5,207.0,0.133333333,0.033333333,0.0,0.0,0.866666667,13,0.16,1.227154055,1.227096185,30,11,2,2,5,1,0,0,7,0.048103129,5.509388337,4.204692619,1.098612289,4.204692619,0.072910492,2,Strong,90.45727243803147
thewilloftheshadow,90.27651102361799,Strong,thewilloftheshadow,553,337,86,6,2949.024081,25.13408148,1,1,1,1,0,30,8,0.266666667,1,0.033333333,8,0.266666667,1,0.033333333,46996.23333,111.5,0.533333333,0.0,0.0,0.033333333,0.433333333,4,0.473684211,42.83501898,18.61040093,30,10,14,0,0,4,2,0,0,0.092877778,6.317164687,2.197224577,0.693147181,2.197224577,1.636094675,2,Strong,90.27651102361799
xiaolai,90.24543745620879,Strong,xiaolai,21087,40,80,49,5937.144491,2.930475265,1,1,1,0,0,30,5066,168.8666667,2249,74.96666667,5066,168.8666667,47,1.566666667,23787.3,2035.5,0.4,0.0,0.0,0.033333333,0.6,8,0.222222222,0.305081746,0.276922024,30,16,4,1,2,4,3,0,0,0.232269246,9.956459437,8.530504205,7.718685495,8.530504205,514.3170732,2,Strong,90.24543745620879
ariG23498,90.22358873025391,Strong,ariG23498,413,13,114,64,2910.232602,2.046849292,1,1,1,0,0,30,212,7.066666667,33,1.1,212,7.066666667,3,0.1,33828.63333,4758.5,0.433333333,0.0,0.0,0.033333333,0.566666667,6,0.333333333,1.232474292,1.232416421,30,7,5,4,2,6,2,0,0,1.232451143,6.025865974,5.361292166,3.526360525,5.361292166,29.5,2,Strong,90.22358873025391
rohitg00,90.06729341742806,Strong,rohitg00,1574,30,249,16,2530.288033,0.612118157,1,1,1,1,0,30,2151,71.7,371,12.36666667,2151,71.7,12,0.4,82257.7,2877.0,0.666666667,0.0,0.0,0.033333333,0.333333333,6,0.307692308,3.030555657,0.088426027,30,13,8,0,0,0,4,0,0,0.471805657,7.362010551,7.674152921,5.918893854,7.674152921,50.77419355,2,Strong,90.06729341742806
bholmesdev,89.97677382729877,Strong,bholmesdev,1166,6,101,13,2447.067523,8.178066817,1,1,1,0,0,30,315,10.5,19,0.633333333,315,10.5,15,0.5,15844.16667,178.0,0.1,0.033333333,0.0,0.0,0.933333333,8,0.37037037,2.226724224,2.267974224,30,10,5,1,0,4,5,0,2,1.290497372,7.062191632,5.755742214,2.995732274,5.755742214,166.5714286,2,Strong,89.97677382729877
rishabkumar7,89.89536235166341,Strong,rishabkumar7,1790,19,170,8,2621.271771,1.309594695,1,1,1,0,0,30,352,11.73333333,221,7.366666667,352,11.73333333,6,0.2,12592.33333,224.5,0.233333333,0.0,0.0,0.1,0.733333333,7,0.416666667,2.145439602,0.963599325,30,16,2,1,7,1,2,0,0,0.24440951,7.490529402,5.866468057,5.402677382,5.866468057,89.5,2,Strong,89.89536235166341
IroncladDev,89.85530562207725,Strong,IroncladDev,328,102,37,1,2481.169529,5.051762933,1,1,1,0,0,30,490,16.33333333,83,2.766666667,490,16.33333333,7,0.233333333,186342.7667,2861.5,0.266666667,0.066666667,0.0,0.066666667,0.733333333,7,0.409090909,0.962225896,0.9621796,30,17,7,1,0,1,3,1,0,0.908707377,5.796057751,6.196444128,4.430816799,6.196444128,3.184466019,2,Strong,89.85530562207725
purofle,89.77066055047024,Strong,purofle,329,283,49,7,2901.303343,4.169673818,1,1,1,1,0,30,119,3.966666667,11,0.366666667,119,3.966666667,7,0.233333333,17126.1,227.0,0.233333333,0.1,0.0,0.066666667,0.733333333,9,0.416666667,0.697509466,0.69746317,30,21,0,0,0,0,2,1,5,0.697497892,5.799092654,4.787491743,2.48490665,4.787491743,1.158450704,2,Strong,89.77066055047024
PatrickAlphaC,89.70235913817685,Strong,PatrickAlphaC,11029,44,296,73,2371.322265,36.10638514,1,1,1,0,0,30,848,28.26666667,426,14.2,848,28.26666667,13,0.433333333,3688.633333,99.5,0.533333333,0.1,0.0,0.0,0.466666667,8,0.363636364,442.2026814,1.408318014,30,13,1,0,2,10,2,2,0,1.335875885,9.308374112,6.744059186,6.056784013,6.744059186,245.0888889,2,Strong,89.70235913817685
martinadamsdev,89.6681728781725,Strong,martinadamsdev,254,1408,498,21,2442.236529,3.358218747,1,1,1,1,0,30,5,0.166666667,0,0.0,5,0.166666667,1,0.033333333,30774.4,2175.5,0.833333333,0.0,0.0,0.0,0.166666667,3,0.333333333,157.0979294,40.28423727,30,24,0,0,0,1,3,0,1,0.181366895,5.541263545,1.791759469,0.0,1.791759469,0.180269695,2,Strong,89.6681728781725
shunkakinoki,89.64287467411707,Strong,shunkakinoki,848,4441,383,4,2836.514262,7.666623566,1,1,1,0,0,30,27,0.9,0,0.0,27,0.9,1,0.033333333,66981.4,224.5,0.666666667,0.066666667,0.0,0.066666667,0.333333333,5,0.333333333,1.57407727,1.574042548,30,7,10,0,0,0,6,0,4,0.719412918,6.744059186,3.33220451,0.0,3.33220451,0.190904998,2,Strong,89.64287467411707
bradfitz,89.61304340172151,Strong,bradfitz,13133,41,157,65,6551.701019,17.31875035,1,1,1,0,0,30,2311,77.03333333,227,7.566666667,2311,77.03333333,25,0.833333333,20399.8,110.5,0.266666667,0.166666667,0.0,0.0,0.633333333,7,0.68,26.11397026,2.290011927,30,4,3,6,3,7,1,0,0,0.242326742,9.482959567,7.74586823,5.429345629,7.74586823,312.6904762,2,Strong,89.61304340172151
sapphi-red,89.543416462607,Strong,sapphi-red,1305,21,201,11,2514.615731,123.6955803,1,1,1,0,0,30,77,2.566666667,5,0.166666667,77,2.566666667,6,0.2,53523.63333,856.5,0.666666667,0.066666667,0.0,0.066666667,0.333333333,5,0.470588235,9.488670543,9.493624247,30,3,6,0,12,5,3,0,0,0.094214525,7.17472431,4.356708827,1.791759469,4.356708827,59.31818182,2,Strong,89.543416462607
cassidoo,89.53486782911943,Strong,cassidoo,14585,105,184,57,5108.223138,1.728485558,1,1,1,0,1,30,1415,47.16666667,169,5.633333333,1415,47.16666667,45,1.5,7163.033333,358.5,0.333333333,0.0,0.0,0.066666667,0.666666667,5,0.4,5.643728614,3.673416114,30,12,0,0,10,6,0,0,2,0.655210095,9.587817444,7.255591274,5.135798437,7.255591274,137.5943396,2,Strong,89.53486782911943
imskr,89.48666868936598,Strong,imskr,391,12,110,16,2752.512353,18.36716765,1,1,1,1,0,30,22,0.733333333,3,0.1,22,0.733333333,0,0.0,122784.6,11515.5,0.866666667,0.033333333,0.0,0.0,0.133333333,7,0.230769231,704.3809871,133.9871329,23,3,3,0,0,11,3,1,2,4.047595892,5.97126184,3.135494216,1.386294361,3.135494216,30.07692308,2,Strong,89.48666868936598
hadley,89.41028179873514,Strong,hadley,26514,0,220,183,6528.298692,32.86054416,1,1,1,0,0,30,3526,117.5333333,1931,64.36666667,3526,117.5333333,214,7.133333333,6523.733333,783.0,0.133333333,0.0,0.0,0.2,0.833333333,5,0.772727273,0.881088146,0.408923795,30,8,5,1,4,3,3,2,0,0.94604185,10.18546589,8.16820293,7.566311015,8.16820293,26514.0,2,Strong,89.41028179873514
BradyAJohnston,89.3537243896917,Strong,BradyAJohnston,440,66,122,0,2935.809445,1.559757297,1,1,1,0,0,30,11,0.366666667,5,0.166666667,11,0.366666667,1,0.033333333,80983.1,2777.5,0.4,0.0,0.0,0.366666667,0.6,8,0.363636364,30.40761609,30.40614619,30,8,2,6,5,5,1,0,2,0.341261927,6.089044875,2.48490665,1.791759469,2.48490665,6.567164179,2,Strong,89.3537243896917
tjx666,89.31068335201265,Strong,tjx666,549,326,377,3,2759.652404,29.63856118,1,1,1,1,0,30,540,18.0,68,2.266666667,540,18.0,7,0.233333333,19013.03333,1490.5,0.666666667,0.0,0.0,0.0,0.333333333,3,0.5,51.80356118,9.904857475,30,23,4,1,0,0,2,0,0,0.368410716,6.309918278,6.293419279,4.234106505,6.293419279,1.678899083,2,Strong,89.31068335201265
raptr45,89.19578356197741,Strong,raptr45,1205,34,98,0,2891.464212,20.44694332,1,1,1,1,0,30,143,4.766666667,8,0.266666667,143,4.766666667,0,0.0,813.7666667,80.0,0.1,0.033333333,0.0,0.033333333,0.866666667,9,0.28,35.27273035,15.57117943,30,15,5,0,0,0,3,1,6,0.121572946,7.095064377,4.9698133,2.197224577,4.9698133,34.42857143,2,Strong,89.19578356197741
TomNicholas,89.16037487138182,Strong,TomNicholas,298,351,72,56,2937.208376,3.239880808,1,1,1,0,0,30,76,2.533333333,6,0.2,76,2.533333333,11,0.366666667,17577.1,6278.5,0.866666667,0.0,0.0,0.0,0.133333333,4,0.666666667,26.40176738,14.38503127,30,1,2,4,6,12,1,1,0,0.856188679,5.700443573,4.343805422,1.945910149,4.343805422,0.846590909,2,Strong,89.16037487138182
Neilblaze,88.9901000345474,Strong,Neilblaze,243,24,167,39,2535.370445,14.19515574,1,1,1,0,0,30,18,0.6,13,0.433333333,18,0.6,19,0.633333333,24097.33333,2086.0,0.566666667,0.066666667,0.0,0.033333333,0.433333333,9,0.476190476,100.890827,98.39211176,30,18,0,0,3,1,1,2,4,3.31355852,5.497168225,2.944438979,2.63905733,2.944438979,9.72,2,Strong,88.9901000345474
ChrisTitusTech,88.92870874613473,Strong,ChrisTitusTech,14360,36,83,22,4262.099459,2.162988676,1,1,1,0,0,30,4343,144.7666667,1690,56.33333333,4343,144.7666667,73,2.433333333,70146.93333,3392.0,0.266666667,0.066666667,0.0,0.033333333,0.733333333,12,0.260869565,0.285153028,0.263115991,30,12,3,7,6,2,0,0,0,0.791403028,9.572271478,8.376550862,7.433075349,8.376550862,388.1081081,2,Strong,88.92870874613473
amaurybsouza,88.92498401130797,Strong,amaurybsouza,332,1513,188,114,2921.381709,74.16350282,1,1,1,1,0,30,13,0.433333333,2,0.066666667,13,0.433333333,0,0.0,909.6333333,58.5,0.533333333,0.0,0.0,0.066666667,0.466666667,6,0.375,0.294556059,0.294509762,30,28,1,0,0,0,1,0,0,0.294544485,5.80814249,2.63905733,1.098612289,2.63905733,0.219286658,2,Strong,88.92498401130797
storopoli,88.81190160574462,Strong,storopoli,695,303,83,16,2707.110978,2.496973148,1,1,1,1,0,30,882,29.4,223,7.433333333,882,29.4,19,0.633333333,57877.83333,1467.5,0.266666667,0.633333333,0.0,0.166666667,0.733333333,13,0.192307692,7.153639814,7.154785648,30,6,0,15,0,1,0,0,0,0.517679166,6.54534966,6.783325201,5.411646052,6.783325201,2.286184211,2,Strong,88.81190160574462
rycont,88.80108106349832,Strong,rycont,507,359,80,62,2957.458658,16.67695676,1,1,1,1,0,30,165,5.5,15,0.5,165,5.5,55,1.833333333,5851.066667,147.5,0.0,0.1,0.0,0.133333333,1.0,9,0.517241379,1.844699819,2.486042412,25,10,4,0,0,2,1,1,7,1.882084079,6.230481448,5.111987788,2.772588722,5.111987788,1.408333333,2,Strong,88.80108106349832
ammarahm-ed,88.77415502184112,Strong,ammarahm-ed,601,95,127,0,2803.339406,170.631385,1,1,1,1,0,30,84,2.8,10,0.333333333,84,2.8,2,0.066666667,120138.6,3293.5,0.866666667,0.0,0.0,0.0,0.133333333,8,0.25,86.54979937,40.31248456,30,5,3,0,12,8,2,0,0,1.504243816,6.400257445,4.442651256,2.397895273,4.442651256,6.260416667,2,Strong,88.77415502184112
addyosmani,88.76851610267403,Strong,addyosmani,45086,265,351,176,6041.137691,86.91059607,1,1,1,0,0,30,12086,402.8666667,1798,59.93333333,12086,402.8666667,116,3.866666667,16753.16667,706.0,0.5,0.033333333,0.0,0.133333333,0.566666667,6,0.76,37.50822339,0.400758112,30,5,0,0,15,7,1,0,1,5.991267371,10.71634924,9.399885774,7.494986234,9.399885774,169.4962406,2,Strong,88.76851610267403
rc-chuah,88.74804342601722,Strong,rc-chuah,1672,10756,570,52,2653.196897,11.39825138,1,1,1,0,0,30,2,0.066666667,0,0.0,2,0.066666667,0,0.0,274530.6,2908.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1481.988645,308.1878,30,1,15,0,0,1,1,0,4,0.790438879,7.422373701,1.098612289,0.0,1.098612289,0.155433671,2,Strong,88.74804342601722
olivmath,88.7326598920823,Strong,olivmath,256,199,162,3,2485.791708,1.067772978,1,1,1,1,0,30,32,1.066666667,12,0.4,32,1.066666667,29,0.966666667,989.5666667,101.5,0.166666667,0.0,0.0,0.033333333,0.833333333,7,0.416666667,3.181893348,5.785238255,29,23,1,0,0,1,2,1,1,0.322472052,5.549076085,3.496507561,2.564949357,3.496507561,1.28,2,Strong,88.7326598920823
twlite,88.66610009203707,Strong,twlite,352,78,480,5,2592.43656,11.21046025,1,1,1,0,0,30,5,0.166666667,3,0.1,5,0.166666667,0,0.0,48187.2,472.0,0.966666667,0.0,0.0,0.0,0.033333333,4,0.333333333,46.32808756,46.32804127,30,12,1,2,3,0,1,0,8,0.131710247,5.866468057,1.791759469,1.386294361,1.791759469,4.455696203,2,Strong,88.66610009203707
connorferster,88.64919487874307,Strong,connorferster,589,21,66,10,2861.067538,27.62464476,1,1,1,0,0,30,6190,206.3333333,491,16.36666667,6190,206.3333333,150,5.0,2798.666667,58.0,0.233333333,0.0,0.0,0.066666667,0.733333333,5,0.652173913,15.60535078,3.832607724,30,11,5,0,1,3,2,0,7,0.61285078,6.380122537,8.730851904,6.198478716,8.730851904,26.77272727,2,Strong,88.64919487874307
nrennie,88.53087515693903,Strong,nrennie,945,164,112,0,2742.561337,3.239427519,1,1,1,0,0,30,426,14.2,45,1.5,426,14.2,2,0.066666667,107231.2,2782.5,0.1,0.033333333,0.0,0.5,0.9,5,0.620689655,4.043848815,4.043802519,30,16,2,0,1,1,4,0,2,3.239184463,6.852242569,6.056784013,3.828641396,6.056784013,5.727272727,2,Strong,88.53087515693903
barelyhuman,88.5004045277526,Strong,barelyhuman,328,187,483,46,2699.46442,8.741075431,1,1,1,0,0,30,58,1.933333333,6,0.2,58,1.933333333,16,0.533333333,1968.066667,78.0,0.166666667,0.3,0.0,0.1,0.8,6,0.541666667,26.55878376,12.59693191,28,11,1,1,0,3,3,2,4,0.298540709,5.796057751,4.077537444,1.945910149,4.077537444,1.744680851,2,Strong,88.5004045277526
WillyJL,88.48819503095267,Strong,WillyJL,818,176,67,20,2492.467106,27.87376137,1,1,1,0,0,30,376,12.53333333,45,1.5,376,12.53333333,41,1.366666667,26251.03333,1192.0,0.7,0.233333333,0.0,0.0,0.166666667,6,0.428571429,1.023043781,0.378043781,30,13,6,0,1,9,1,0,0,1.023043781,6.708084084,5.932245187,3.828641396,5.932245187,4.621468927,2,Strong,88.48819503095267
bsmth,88.4708718078528,Strong,bsmth,268,124,182,23,2699.274133,1.969885139,1,1,1,0,0,30,7,0.233333333,3,0.1,7,0.233333333,170,5.666666667,91116.8,308.0,0.733333333,0.0,0.0,0.033333333,0.133333333,5,0.25,0.904896713,33.54279023,30,10,6,3,3,0,2,0,0,1.543785602,5.59471138,2.079441542,1.386294361,2.079441542,2.144,2,Strong,88.4708718078528
sampoder,88.45147140474117,Strong,sampoder,585,317,283,13,2815.479793,8.347640313,1,1,1,0,0,30,335,11.16666667,17,0.566666667,335,11.16666667,25,0.833333333,7411.0,99.5,0.266666667,0.0,0.0,0.066666667,0.733333333,10,0.454545455,86.19476994,25.44244355,30,14,4,2,0,2,1,1,0,1.820938924,6.37331979,5.81711116,2.890371758,5.81711116,1.839622642,2,Strong,88.45147140474117
li-jia-nan,88.41500895600318,Strong,li-jia-nan,1990,318,167,3,2509.855138,2.400785759,1,1,1,0,0,30,16,0.533333333,2,0.066666667,16,0.533333333,0,0.0,11573.56667,1213.5,0.866666667,0.0,0.0,0.0,0.1,3,0.785714286,32.31708206,12.2046515,30,8,8,3,4,1,3,0,0,0.502811222,7.596392304,2.833213344,1.098612289,2.833213344,6.238244514,2,Strong,88.41500895600318
danascape,88.4006842544496,Strong,danascape,355,12,144,6,2801.411579,8.346763748,1,1,1,1,0,30,24,0.8,37,1.233333333,24,0.8,0,0.0,86422.1,1863.0,0.133333333,0.1,0.0,0.033333333,0.866666667,7,0.37037037,0.205918841,0.220004489,30,23,0,0,2,0,3,0,0,0.142273008,5.874930731,3.218875825,3.63758616,3.218875825,27.30769231,2,Strong,88.4006842544496
ad-si,88.05844391087805,Strong,ad-si,350,570,191,1,2912.23357,5.436614412,1,1,1,1,0,30,5008,166.9333333,374,12.46666667,5008,166.9333333,51,1.7,4621.9,40.0,0.066666667,0.066666667,0.0,0.1,0.866666667,5,0.388888889,18.597957,0.094484782,30,23,0,0,1,0,0,0,6,0.307494042,5.860786223,8.518991573,5.926926026,8.518991573,0.61295972,2,Strong,88.05844391087805
zoedsoupe,88.01586257988308,Strong,zoedsoupe,386,390,90,19,2669.383834,12.91614909,1,1,1,0,0,30,261,8.7,28,0.933333333,261,8.7,89,2.966666667,6538.133333,82.5,0.133333333,0.366666667,0.0,0.0,0.866666667,10,0.375,11.87379955,1.491866679,30,8,6,0,0,3,1,0,10,1.02709816,5.958424693,5.568344504,3.36729583,5.568344504,0.987212276,2,Strong,88.01586257988308
prrao87,88.00292737964689,Strong,prrao87,304,47,91,58,2966.220947,59.09259036,1,1,1,0,0,30,317,10.56666667,97,3.233333333,317,10.56666667,11,0.366666667,33913.6,2735.5,0.6,0.0,0.0,0.0,0.4,7,0.666666667,5.88660656,2.960136652,30,4,4,1,10,5,2,0,0,0.842382023,5.720311777,5.762051383,4.584967479,5.762051383,6.333333333,2,Strong,88.00292737964689
ms-jpq,87.95571238642037,Strong,ms-jpq,967,4,76,0,2469.04247,12.32981908,1,1,1,1,0,30,6386,212.8666667,259,8.633333333,6386,212.8666667,317,10.56666667,43526.23333,878.0,0.133333333,0.033333333,0.0,0.066666667,0.866666667,13,0.37037037,0.805548247,0.876346858,30,17,0,0,0,1,5,0,1,0.796775099,6.875232087,8.762019954,5.560681631,8.762019954,193.4,2,Strong,87.95571238642037
samhenrigold,87.85962572300915,Strong,samhenrigold,308,64,55,22,2509.109307,7.096633299,1,1,1,0,0,30,3863,128.7666667,167,5.566666667,3863,128.7666667,51,1.7,102687.3333,1288.5,0.533333333,0.0,0.0,0.0,0.466666667,13,0.217391304,49.03647126,0.87700367,21,1,2,1,3,3,1,1,8,16.16889024,5.733341277,8.259458195,5.123963979,8.259458195,4.738461538,2,Strong,87.85962572300915
Mid0aria,87.82864410343072,Strong,Mid0aria,466,13,50,1,2622.065709,1.130592999,1,1,1,1,0,30,103,3.433333333,15,0.5,103,3.433333333,10,0.333333333,6018.733333,60.5,0.233333333,0.0,0.0,0.033333333,0.766666667,6,0.416666667,3.250222628,7.343058277,28,13,4,0,0,2,1,1,6,3.250211054,6.146329258,4.644390899,2.772588722,4.644390899,33.28571429,2,Strong,87.82864410343072
adrianhajdin,87.79280484072979,Strong,adrianhajdin,36277,0,152,62,3329.20849,3.207899315,1,1,1,1,0,30,16250,541.6666667,5032,167.7333333,16250,541.6666667,285,9.5,6633.3,1802.5,0.033333333,0.0,0.0,0.0,0.966666667,5,0.444444444,32.33539932,0.371059038,30,15,10,0,0,0,3,0,1,2.070954871,10.49896678,9.695909724,8.523771507,9.695909724,36277.0,2,Strong,87.79280484072979
abhijithneilabraham,87.78005916857546,Strong,abhijithneilabraham,326,49,150,3,2953.497262,10.12049141,1,1,1,1,0,30,65,2.166666667,11,0.366666667,65,2.166666667,21,0.7,17344.86667,512.0,0.366666667,0.0,0.0,0.033333333,0.633333333,7,0.416666667,254.1331071,31.44903308,30,12,0,0,13,2,0,0,3,2.680514557,5.789960171,4.189654742,2.48490665,4.189654742,6.52,2,Strong,87.78005916857546
TheEvilSkeleton,87.74908842617756,Strong,TheEvilSkeleton,394,119,161,1,2462.054463,24.24345628,1,1,1,1,0,30,1,0.033333333,1,0.033333333,1,0.033333333,0,0.0,13453.73333,413.0,0.933333333,0.033333333,0.0,0.0,0.066666667,5,0.428571429,83.12850257,167.7722757,11,2,2,0,0,1,1,1,2,5.907842851,5.978885765,0.693147181,0.693147181,0.693147181,3.283333333,2,Strong,87.74908842617756
SigureMo,87.71415098608176,Strong,SigureMo,471,51,34,1,2861.209031,2.783128316,1,1,1,0,0,30,435,14.5,133,4.433333333,435,14.5,6,0.2,13111.06667,999.5,0.533333333,0.233333333,0.0,0.066666667,0.433333333,10,0.272727273,0.759737112,0.867595909,30,6,1,6,3,6,0,0,0,0.11001489,6.156978986,6.077642243,4.8978398,6.077642243,9.057692308,2,Strong,87.71415098608176
networkException,87.67126046240853,Strong,networkException,260,368,139,6,2723.544184,3.996903497,1,1,1,0,0,30,10,0.333333333,1,0.033333333,10,0.333333333,63,2.1,17828.26667,1445.5,0.833333333,0.033333333,0.0,0.0,0.2,10,0.176470588,28.94917202,28.95416044,28,3,10,2,3,2,3,3,0,0.056533127,5.564520407,2.397895273,0.693147181,2.397895273,0.704607046,2,Strong,87.67126046240853
mcollina,87.62210886372895,Strong,mcollina,10769,472,628,63,6217.981541,2.383196418,1,1,1,0,0,30,9212,307.0666667,404,13.46666667,9212,307.0666667,65,2.166666667,72050.93333,87.0,0.433333333,0.0,0.0,0.033333333,0.566666667,6,0.772727273,0.562027437,0.3587404,30,9,6,3,4,4,0,0,0,0.215094567,9.28451977,9.128370809,6.003887067,9.128370809,22.76744186,2,Strong,87.62210886372895
deadlyjack,87.5763655886847,Strong,deadlyjack,935,10,18,1,2853.213605,3.427238997,1,1,1,1,0,18,162,9.0,44,2.444444444,162,9.0,23,1.277777778,245680.2222,1219.0,0.166666667,0.166666667,0.0,0.0,0.833333333,5,0.642857143,7.281961219,2.666127886,30,6,4,0,3,0,1,0,2,0.641926497,6.841615476,5.093750201,3.80666249,5.093750201,85.0,2,Strong,87.5763655886847
Meschacirung,87.53555140911344,Strong,Meschacirung,304,39,52,0,2548.370836,17.33629855,1,1,1,1,0,30,18,0.6,18,0.6,18,0.6,0,0.0,2240.233333,930.5,0.433333333,0.0,0.0,0.233333333,0.5,5,0.571428571,7.781877249,6.561252249,27,6,4,0,4,1,3,2,6,1.578844841,5.720311777,2.944438979,2.944438979,2.944438979,7.6,2,Strong,87.53555140911344
Yeuoly,87.52925066229656,Strong,Yeuoly,1256,14,54,0,2625.390708,3.222270284,1,1,1,0,0,30,505,16.83333333,95,3.166666667,505,16.83333333,3,0.1,63254.0,2524.5,0.466666667,0.0,0.0,0.0,0.533333333,9,0.230769231,283.6750365,1.186761025,30,11,4,8,1,1,1,0,3,0.455186951,7.136483209,6.226536669,4.564348191,6.226536669,83.73333333,2,Strong,87.52925066229656
DIYgod,87.44144026804837,Strong,DIYgod,15654,447,93,3,4222.520677,3.628188806,1,1,1,0,0,30,8601,286.7,1290,43.0,8601,286.7,243,8.1,14535.53333,544.5,0.366666667,0.333333333,0.0,0.233333333,0.633333333,6,0.523809524,0.213813806,0.213767509,30,8,10,0,0,0,4,0,2,0.223952694,9.658545634,9.059750013,7.163172391,9.059750013,34.94196429,2,Strong,87.44144026804837
daffainfo,87.44063635084075,Strong,daffainfo,1545,94,36,3,2920.947608,62.58148577,1,1,1,0,0,30,8569,285.6333333,1659,55.3,8569,285.6333333,9,0.3,65901.93333,73.0,0.2,0.2,0.0,0.0,0.8,9,0.3,2.513881599,0.287515859,30,3,13,0,3,5,0,1,4,1.713638544,7.343426229,9.056023012,7.414572881,9.056023012,16.26315789,2,Strong,87.44063635084075
wingkwong,87.40376855506969,Strong,wingkwong,841,148,148,28,2940.832384,8.325335448,0,1,1,1,0,30,51,1.7,7,0.233333333,51,1.7,4,0.133333333,637402.9333,401.0,0.566666667,0.0,0.0,0.0,0.433333333,7,0.4375,210.3619558,80.11445582,30,10,9,2,3,1,2,0,1,0.406041466,6.735780014,3.951243719,2.079441542,3.951243719,5.644295302,2,Strong,87.40376855506969
dagmawibabi,87.36513856716758,Strong,dagmawibabi,711,147,124,0,2657.049692,11.91338391,1,1,1,1,0,30,137,4.566666667,32,1.066666667,137,4.566666667,12,0.4,39410.9,295.5,0.166666667,0.0,0.0,0.0,0.833333333,8,0.214285714,5.878326044,5.878279748,30,5,6,0,0,0,6,1,12,1.777539007,6.568077911,4.927253685,3.496507561,4.927253685,4.804054054,2,Strong,87.36513856716758
saengmotmi,87.34689250576916,Strong,saengmotmi,489,136,50,6,2959.00433,5.841656112,1,1,1,0,0,30,40,1.333333333,4,0.133333333,40,1.333333333,18,0.6,73213.96667,2611.5,0.466666667,0.033333333,0.0,0.0,0.533333333,2,0.80952381,0.080001019,0.090290371,30,6,9,2,0,0,5,0,2,0.079885278,6.194405391,3.713572067,1.609437912,3.713572067,3.569343066,2,Strong,87.34689250576916
MarcSkovMadsen,87.32904622974553,Strong,MarcSkovMadsen,556,8,91,18,2744.717327,54.75676023,1,1,1,0,0,30,2366,78.86666667,384,12.8,2366,78.86666667,91,3.033333333,48244.53333,15290.5,0.566666667,0.0,0.0,0.066666667,0.433333333,3,0.461538462,5.235394489,0.698913008,30,7,8,0,7,4,4,0,0,0.349075045,6.32256524,7.76937861,5.953243334,7.76937861,61.77777778,2,Strong,87.32904622974553
